surface_id,leaf_id,leaf_side,larva_mine_alive_n,larva_mine_dead_n,larva_mine_paras_n,mine_empty_n,larva_fold_alive_n,larva_fold_dead_n,larva_fold_paras_n,pupa_fold_dead_n,pupa_fold_paras_n,pupa_fold_eclose_n,fold_empty_n,pupa_fold_alive_n
surface_2021_BNZ_3_12_B,leaf_2021_BNZ_3_12,B,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_3_13_T,leaf_2021_BNZ_3_13,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_3_13_B,leaf_2021_BNZ_3_13,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_3_14_T,leaf_2021_BNZ_3_14,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_3_14_B,leaf_2021_BNZ_3_14,B,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_3_15_T,leaf_2021_BNZ_3_15,T,1,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_3_15_B,leaf_2021_BNZ_3_15,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_4_1_T,leaf_2021_BNZ_4_1,T,0,1,0,0,0,0,0,0,0,0,0,1
surface_2021_BNZ_4_1_B,leaf_2021_BNZ_4_1,B,0,0,0,0,0,0,0,0,0,0,0,1
surface_2021_BNZ_4_2_T,leaf_2021_BNZ_4_2,T,0,0,0,0,0,0,1,0,0,0,0,0
surface_2021_BNZ_4_2_B,leaf_2021_BNZ_4_2,B,0,0,0,0,0,0,0,0,0,0,0,1
surface_2021_BNZ_4_3_T,leaf_2021_BNZ_4_3,T,0,0,0,0,0,0,1,1,0,0,0,0
surface_2021_BNZ_4_3_B,leaf_2021_BNZ_4_3,B,0,0,0,0,0,0,0,0,0,0,0,2
surface_2021_BNZ_4_4_T,leaf_2021_BNZ_4_4,T,0,0,1,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_4_4_B,leaf_2021_BNZ_4_4,B,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_4_5_T,leaf_2021_BNZ_4_5,T,0,0,0,0,0,0,0,0,0,1,0,1
surface_2021_BNZ_4_5_B,leaf_2021_BNZ_4_5,B,0,0,0,0,0,0,0,0,0,0,1,0
surface_2021_BNZ_4_6_T,leaf_2021_BNZ_4_6,T,0,0,0,0,0,0,1,0,0,0,0,0
surface_2021_BNZ_4_6_B,leaf_2021_BNZ_4_6,B,0,0,0,0,1,0,0,0,0,0,0,0
surface_2021_BNZ_4_7_T,leaf_2021_BNZ_4_7,T,0,2,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_4_7_B,leaf_2021_BNZ_4_7,B,0,0,1,1,0,0,0,0,0,0,0,0
surface_2021_BNZ_5_1_T,leaf_2021_BNZ_5_1,T,0,0,0,0,0,0,1,0,0,0,0,0
surface_2021_BNZ_5_1_B,leaf_2021_BNZ_5_1,B,0,0,1,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_5_2_T,leaf_2021_BNZ_5_2,T,0,0,1,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_5_2_B,leaf_2021_BNZ_5_2,B,0,0,0,0,0,0,1,0,0,0,0,0
surface_2021_BNZ_5_3_T,leaf_2021_BNZ_5_3,T,0,0,1,0,0,0,1,0,0,0,0,0
surface_2021_BNZ_5_3_B,leaf_2021_BNZ_5_3,B,0,0,2,0,0,0,0,0,0,0,0,1
surface_2021_BNZ_5_4_T,leaf_2021_BNZ_5_4,T,0,2,2,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_5_4_B,leaf_2021_BNZ_5_4,B,0,2,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_5_5_T,leaf_2021_BNZ_5_5,T,0,1,1,0,0,2,0,0,0,0,0,0
surface_2021_BNZ_5_5_B,leaf_2021_BNZ_5_5,B,0,3,2,0,0,0,0,1,0,0,0,0
surface_2021_BNZ_5_6_T,leaf_2021_BNZ_5_6,T,0,0,1,0,0,0,1,0,0,0,0,0
surface_2021_BNZ_5_6_B,leaf_2021_BNZ_5_6,B,0,3,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_6_T,leaf_2021_BNZ_6_6,T,0,4,1,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_6_B,leaf_2021_BNZ_6_6,B,0,3,2,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_7_T,leaf_2021_BNZ_6_7,T,0,2,1,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_7_B,leaf_2021_BNZ_6_7,B,0,3,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_8_T,leaf_2021_BNZ_6_8,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_8_B,leaf_2021_BNZ_6_8,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_9_T,leaf_2021_BNZ_6_9,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_9_B,leaf_2021_BNZ_6_9,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_10_T,leaf_2021_BNZ_6_10,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_10_B,leaf_2021_BNZ_6_10,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_11_T,leaf_2021_BNZ_6_11,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_11_B,leaf_2021_BNZ_6_11,B,1,2,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_12_T,leaf_2021_BNZ_6_12,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_12_B,leaf_2021_BNZ_6_12,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_13_T,leaf_2021_BNZ_6_13,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_13_B,leaf_2021_BNZ_6_13,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_14_T,leaf_2021_BNZ_6_14,T,0,2,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_14_B,leaf_2021_BNZ_6_14,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_15_T,leaf_2021_BNZ_6_15,T,0,0,1,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_15_B,leaf_2021_BNZ_6_15,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_16_T,leaf_2021_BNZ_6_16,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_16_B,leaf_2021_BNZ_6_16,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_17_T,leaf_2021_BNZ_6_17,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_17_B,leaf_2021_BNZ_6_17,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_18_T,leaf_2021_BNZ_6_18,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_18_B,leaf_2021_BNZ_6_18,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_19_T,leaf_2021_BNZ_6_19,T,1,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_19_B,leaf_2021_BNZ_6_19,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_20_T,leaf_2021_BNZ_6_20,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_20_B,leaf_2021_BNZ_6_20,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_21_T,leaf_2021_BNZ_6_21,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_21_B,leaf_2021_BNZ_6_21,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_22_T,leaf_2021_BNZ_6_22,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_22_B,leaf_2021_BNZ_6_22,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_23_T,leaf_2021_BNZ_6_23,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_23_B,leaf_2021_BNZ_6_23,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_24_T,leaf_2021_BNZ_6_24,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_24_B,leaf_2021_BNZ_6_24,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_25_T,leaf_2021_BNZ_6_25,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_6_25_B,leaf_2021_BNZ_6_25,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_1_T,leaf_2021_BNZ_7_1,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_1_B,leaf_2021_BNZ_7_1,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_2_T,leaf_2021_BNZ_7_2,T,0,0,0,0,0,0,0,0,0,0,0,1
surface_2021_BNZ_7_2_B,leaf_2021_BNZ_7_2,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_3_T,leaf_2021_BNZ_7_3,T,0,0,0,0,0,0,1,0,0,0,0,0
surface_2021_BNZ_7_3_B,leaf_2021_BNZ_7_3,B,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_4_T,leaf_2021_BNZ_7_4,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_4_B,leaf_2021_BNZ_7_4,B,0,0,0,0,0,1,0,0,0,0,0,1
surface_2021_BNZ_7_5_T,leaf_2021_BNZ_7_5,T,0,1,0,0,0,1,1,0,0,0,0,0
surface_2021_BNZ_7_5_B,leaf_2021_BNZ_7_5,B,0,0,1,0,0,0,0,0,0,0,0,1
surface_2021_BNZ_7_6_T,leaf_2021_BNZ_7_6,T,0,1,0,0,0,0,1,0,0,0,0,0
surface_2021_BNZ_7_6_B,leaf_2021_BNZ_7_6,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_7_T,leaf_2021_BNZ_7_7,T,0,2,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_7_B,leaf_2021_BNZ_7_7,B,0,2,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_8_T,leaf_2021_BNZ_7_8,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_8_B,leaf_2021_BNZ_7_8,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_9_T,leaf_2021_BNZ_7_9,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_9_B,leaf_2021_BNZ_7_9,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_10_T,leaf_2021_BNZ_7_10,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_10_B,leaf_2021_BNZ_7_10,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_11_T,leaf_2021_BNZ_7_11,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_11_B,leaf_2021_BNZ_7_11,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_12_T,leaf_2021_BNZ_7_12,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_12_B,leaf_2021_BNZ_7_12,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_13_T,leaf_2021_BNZ_7_13,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_13_B,leaf_2021_BNZ_7_13,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_14_T,leaf_2021_BNZ_7_14,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_14_B,leaf_2021_BNZ_7_14,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_15_T,leaf_2021_BNZ_7_15,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_7_15_B,leaf_2021_BNZ_7_15,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_8_1_T,leaf_2021_BNZ_8_1,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_8_1_B,leaf_2021_BNZ_8_1,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_8_2_T,leaf_2021_BNZ_8_2,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_8_2_B,leaf_2021_BNZ_8_2,B,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_8_3_T,leaf_2021_BNZ_8_3,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_8_3_B,leaf_2021_BNZ_8_3,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_8_4_T,leaf_2021_BNZ_8_4,T,0,0,0,0,0,1,0,0,0,0,0,0
surface_2021_BNZ_8_4_B,leaf_2021_BNZ_8_4,B,0,0,0,0,0,0,0,0,0,0,0,1
surface_2021_BNZ_8_5_T,leaf_2021_BNZ_8_5,T,0,1,0,0,0,0,0,0,0,0,0,1
surface_2021_BNZ_8_5_B,leaf_2021_BNZ_8_5,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_8_6_T,leaf_2021_BNZ_8_6,T,0,0,0,0,0,0,1,0,0,0,0,0
surface_2021_BNZ_8_6_B,leaf_2021_BNZ_8_6,B,0,0,0,0,0,0,0,0,0,0,0,1
surface_2021_BNZ_8_7_T,leaf_2021_BNZ_8_7,T,0,2,0,0,0,0,0,0,0,0,0,1
surface_2021_BNZ_8_7_B,leaf_2021_BNZ_8_7,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_8_8_T,leaf_2021_BNZ_8_8,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_8_8_B,leaf_2021_BNZ_8_8,B,0,0,0,1,0,0,0,0,0,0,0,1
surface_2021_BNZ_8_9_T,leaf_2021_BNZ_8_9,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_8_9_B,leaf_2021_BNZ_8_9,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_9_1_T,leaf_2021_BNZ_9_1,T,0,2,1,0,0,0,1,0,0,0,0,0
surface_2021_BNZ_9_1_B,leaf_2021_BNZ_9_1,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_9_2_T,leaf_2021_BNZ_9_2,T,0,2,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_9_2_B,leaf_2021_BNZ_9_2,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_9_3_T,leaf_2021_BNZ_9_3,T,0,3,1,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_9_3_B,leaf_2021_BNZ_9_3,B,0,2,1,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_9_4_T,leaf_2021_BNZ_9_4,T,0,3,1,1,0,0,0,0,0,0,0,0
surface_2021_BNZ_9_4_B,leaf_2021_BNZ_9_4,B,0,1,0,0,0,0,0,0,0,0,0,1
surface_2021_BNZ_9_5_T,leaf_2021_BNZ_9_5,T,0,3,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_9_5_B,leaf_2021_BNZ_9_5,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_9_6_T,leaf_2021_BNZ_9_6,T,0,3,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_9_6_B,leaf_2021_BNZ_9_6,B,0,3,1,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_9_7_T,leaf_2021_BNZ_9_7,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_9_7_B,leaf_2021_BNZ_9_7,B,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_10_1_T,leaf_2021_BNZ_10_1,T,0,3,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_10_1_B,leaf_2021_BNZ_10_1,B,0,1,0,0,0,0,0,1,0,0,1,0
surface_2021_BNZ_10_2_T,leaf_2021_BNZ_10_2,T,0,2,0,1,0,0,0,0,0,0,0,0
surface_2021_BNZ_10_2_B,leaf_2021_BNZ_10_2,B,0,2,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_10_3_T,leaf_2021_BNZ_10_3,T,0,1,2,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_10_3_B,leaf_2021_BNZ_10_3,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_10_4_T,leaf_2021_BNZ_10_4,T,0,2,0,1,0,0,0,0,0,0,0,0
surface_2021_BNZ_10_4_B,leaf_2021_BNZ_10_4,B,0,1,1,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_10_5_T,leaf_2021_BNZ_10_5,T,0,1,1,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_10_5_B,leaf_2021_BNZ_10_5,B,0,2,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_10_6_T,leaf_2021_BNZ_10_6,T,0,1,0,0,0,1,0,0,0,0,0,0
surface_2021_BNZ_10_6_B,leaf_2021_BNZ_10_6,B,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_10_7_T,leaf_2021_BNZ_10_7,T,0,0,1,0,0,0,0,0,0,0,1,0
surface_2021_BNZ_10_7_B,leaf_2021_BNZ_10_7,B,0,1,0,1,0,0,0,0,0,0,0,0
surface_2021_BNZ_10_8_T,leaf_2021_BNZ_10_8,T,0,1,0,1,0,0,0,0,0,0,0,0
surface_2021_BNZ_10_8_B,leaf_2021_BNZ_10_8,B,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_10_9_T,leaf_2021_BNZ_10_9,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_10_9_B,leaf_2021_BNZ_10_9,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_11_1_T,leaf_2021_BNZ_11_1,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_11_1_B,leaf_2021_BNZ_11_1,B,0,0,0,0,0,0,0,0,0,0,0,1
surface_2021_BNZ_11_2_T,leaf_2021_BNZ_11_2,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_11_2_B,leaf_2021_BNZ_11_2,B,0,0,0,1,0,0,0,0,0,0,0,1
surface_2021_BNZ_11_3_T,leaf_2021_BNZ_11_3,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_11_3_B,leaf_2021_BNZ_11_3,B,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_11_4_T,leaf_2021_BNZ_11_4,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_11_4_B,leaf_2021_BNZ_11_4,B,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_11_5_T,leaf_2021_BNZ_11_5,T,0,0,1,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_11_5_B,leaf_2021_BNZ_11_5,B,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_11_6_T,leaf_2021_BNZ_11_6,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_11_6_B,leaf_2021_BNZ_11_6,B,0,0,1,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_11_7_T,leaf_2021_BNZ_11_7,T,0,1,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_11_7_B,leaf_2021_BNZ_11_7,B,0,0,0,1,0,0,0,0,0,0,0,0
surface_2021_BNZ_12_1_T,leaf_2021_BNZ_12_1,T,0,0,0,0,0,0,0,0,0,0,0,0
surface_2021_BNZ_12_1_B,leaf_2021_BNZ_12_1,B,0,0,0,0,0,0,0,0,0,0,0,0
